Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
12538,10/18/13,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Food,Frozen Foods,Frozen Desserts,6,$10.86
12539,10/18/13,7812,F,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,$12.04
12540,10/18/13,1183,M,S,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Dairy,Dairy,5,$9.91
12541,10/18/13,3584,M,S,N,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snacks,Candy,4,$16.20
12542,10/18/13,9644,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$10.66
12543,10/18/13,7782,F,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,$7.80
12544,10/18/13,9884,F,S,N,3,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,4,$6.27
12545,10/18/13,6227,F,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,2,$2.57
12546,10/18/13,8480,M,S,Y,0,$30K - $50K,San Francisco,CA,USA,Food,Snacks,Candy,1,$3.98
12547,10/18/13,6134,F,S,Y,2,$110K - $130K,Seattle,WA,USA,Food,Dairy,Dairy,6,$29.27
12548,10/18/13,2802,F,M,Y,5,$30K - $50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,3,$17.23
12549,10/18/13,2452,F,S,Y,0,$70K - $90K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,3,$4.05
12550,10/18/13,2903,M,S,Y,1,$130K - $150K,San Diego,CA,USA,Food,Eggs,Eggs,3,$6.55
12551,10/18/13,10160,M,S,N,1,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,5,$10.76
12552,10/18/13,3504,F,M,Y,4,$50K - $70K,Walla Walla,WA,USA,Food,Canned Foods,Canned Soup,4,$10.49
12553,10/18/13,7112,M,S,Y,2,$10K - $30K,San Diego,CA,USA,Food,Produce,Fruit,4,$7.13
12554,10/18/13,3588,F,S,N,0,$10K - $30K,San Diego,CA,USA,Drink,Beverages,Drinks,4,$4.56
12555,10/18/13,9973,M,S,Y,3,$10K - $30K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$13.23
12556,10/19/13,5954,M,S,N,2,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,4,$9.86
12557,10/19/13,5001,M,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,6,$27.32
12558,10/19/13,2439,F,S,N,2,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Frozen Desserts,5,$8.00
12559,10/19/13,2725,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Deli,Meat,6,$4.44
12560,10/19/13,3435,M,S,Y,3,$10K - $30K,Portland,OR,USA,Food,Canned Foods,Canned Soup,6,$22.51
12561,10/19/13,4068,F,S,N,4,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,4,$22.43
12562,10/19/13,4579,F,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,4,$13.65
12563,10/19/13,8203,M,S,Y,1,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Cleaning Supplies,5,$1.68
12564,10/19/13,6971,M,M,Y,4,$50K - $70K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,3,$14.12
12565,10/19/13,1281,F,M,Y,4,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$9.79
12566,10/19/13,1845,F,S,N,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,$6.30
12567,10/19/13,5249,F,S,N,4,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,$17.64
12568,10/19/13,6151,F,M,Y,0,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,$7.04
12569,10/19/13,3648,F,S,Y,2,$10K - $30K,Mexico City,DF,Mexico,Non-Consumable,Household,Paper Products,4,$20.22
12570,10/19/13,3858,F,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,5,$4.70
12571,10/19/13,2294,M,S,N,2,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,$30.62
12572,10/19/13,8670,M,M,Y,1,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,$21.40
12573,10/19/13,5690,F,M,Y,4,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,$9.72
12574,10/19/13,9467,M,S,Y,4,$90K - $110K,Portland,OR,USA,Non-Consumable,Household,Hardware,5,$49.28
12575,10/19/13,486,M,M,Y,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,3,$5.90
12576,10/19/13,6603,F,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,3,$13.94
12577,10/19/13,6066,M,M,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Meat,Meat,4,$23.32
12578,10/19/13,10023,F,S,Y,4,$30K - $50K,San Francisco,CA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,1,$0.53
12579,10/19/13,10277,M,M,N,4,$90K - $110K,Portland,OR,USA,Non-Consumable,Household,Paper Products,5,$11.15
12580,10/19/13,5657,F,M,Y,3,$10K - $30K,Mexico City,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,6,$2.91
12581,10/19/13,1665,F,S,Y,4,$70K - $90K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,$7.34
12582,10/19/13,2571,F,M,Y,2,$130K - $150K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,3,$3.24
12583,10/19/13,4225,M,S,N,1,$110K - $130K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,4,$4.37
12584,10/19/13,5994,M,M,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Snacks,Candy,3,$6.54
12585,10/19/13,7454,M,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Entrees,6,$6.37
12586,10/19/13,8466,M,M,Y,3,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,3,$10.91
12587,10/19/13,8710,M,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Starchy Foods,Starchy Foods,4,$10.96
12588,10/19/13,1636,F,S,Y,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,$4.05
12589,10/19/13,958,M,M,Y,4,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,4,$9.51
12590,10/19/13,1328,M,S,Y,5,$130K - $150K,Tacoma,WA,USA,Food,Baked Goods,Bread,4,$19.80
12591,10/19/13,9252,M,S,Y,3,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,$12.40
12592,10/20/13,5589,M,S,N,1,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,2,$8.58
12593,10/20/13,1419,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Drink,Beverages,Drinks,3,$14.02
12594,10/20/13,4118,M,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,5,$18.40
12595,10/20/13,3039,M,S,N,3,$10K - $30K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$19.55
12596,10/20/13,8870,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Food,Produce,Fruit,4,$7.41
12597,10/20/13,4579,F,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,5,$16.13
12598,10/20/13,5053,M,M,N,2,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Frozen Desserts,3,$5.02
12599,10/20/13,8228,F,S,N,1,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,4,$5.58
12600,10/20/13,9421,M,S,N,3,$30K - $50K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,$1.98
12601,10/20/13,4377,F,M,N,0,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Fruit,4,$20.75
12602,10/20/13,9734,F,M,Y,4,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,4,$9.60
12603,10/20/13,2459,F,S,Y,4,$110K - $130K,Seattle,WA,USA,Food,Frozen Foods,Frozen Entrees,4,$16.70
12604,10/20/13,8254,M,M,Y,1,$70K - $90K,Tacoma,WA,USA,Food,Canned Foods,Vegetables,5,$26.98
12605,10/20/13,8414,M,M,N,1,$10K - $30K,Tacoma,WA,USA,Food,Produce,Vegetables,3,$3.48
12606,10/20/13,7614,M,M,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Meat,Meat,5,$43.68
12607,10/20/13,4001,F,M,Y,1,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,$16.63
12608,10/20/13,7069,F,M,N,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Hygiene,5,$5.63
12609,10/20/13,5379,F,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$12.21
12610,10/20/13,9610,M,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,3,$2.07
12611,10/20/13,2224,F,M,N,3,$90K - $110K,Spokane,WA,USA,Food,Baked Goods,Bread,3,$18.94
12612,10/20/13,3673,M,M,Y,1,$30K - $50K,Walla Walla,WA,USA,Food,Baking Goods,Baking Goods,1,$10.21
12613,10/20/13,10083,F,S,N,2,$50K - $70K,Beverly Hills,CA,USA,Food,Baked Goods,Bread,4,$8.57
12614,10/20/13,670,F,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Drink,Alcoholic Beverages,Beer and Wine,6,$18.14
12615,10/20/13,6468,F,M,Y,5,$30K - $50K,Bellingham,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,3,$2.54
12616,10/20/13,3395,F,M,Y,4,$10K - $30K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,4,$13.80
12617,10/20/13,10192,M,M,N,3,$70K - $90K,Los Angeles,CA,USA,Non-Consumable,Household,Bathroom Products,5,$12.79
12618,10/20/13,3957,M,S,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,4,$18.14
12619,10/20/13,6895,F,M,Y,4,$50K - $70K,Victoria,BC,Canada,Food,Dairy,Dairy,7,$21.71
12620,10/20/13,3552,F,S,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Deli,Side Dishes,4,$4.76
12621,10/20/13,9743,F,M,N,4,$50K - $70K,Orizaba,Veracruz,Mexico,Drink,Beverages,Drinks,5,$6.16
12622,10/20/13,4218,F,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,3,$5.12
12623,10/20/13,2111,M,S,Y,2,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Fruit,5,$5.28
12624,10/20/13,6982,M,M,Y,1,$70K - $90K,Salem,OR,USA,Food,Frozen Foods,Breakfast Foods,2,$5.48
12625,10/21/13,4761,F,M,Y,2,$10K - $30K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,$12.53
12626,10/21/13,8622,F,M,Y,5,$90K - $110K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,2,$8.33
12627,10/21/13,8870,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,6,$36.16
12628,10/21/13,8355,F,M,N,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Canned Products,Fruit,4,$14.67
12629,10/21/13,5053,M,M,N,2,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Frozen Desserts,5,$5.11
12630,10/21/13,924,M,M,Y,5,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$7.49
12631,10/21/13,5174,M,M,Y,4,$30K - $50K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,$2.63
12632,10/21/13,5174,M,M,Y,4,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,3,$12.82
12633,10/21/13,1930,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Canned Foods,Vegetables,3,$15.12
12634,10/21/13,4250,F,M,Y,0,$130K - $150K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Decongestants,4,$13.44
12635,10/21/13,1173,M,S,Y,2,$50K - $70K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,$4.76
12636,10/21/13,4719,F,M,N,0,$10K - $30K,Yakima,WA,USA,Food,Snacks,Candy,5,$21.17
12637,10/21/13,7274,F,S,N,4,$50K - $70K,Salem,OR,USA,Food,Produce,Vegetables,4,$13.14
12638,10/21/13,322,M,S,Y,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,3,$4.02
12639,10/21/13,1284,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,5,$20.65
12640,10/21/13,4408,F,S,N,3,$10K - $30K,San Andres,DF,Mexico,Food,Frozen Foods,Pizza,6,$5.98
12641,10/21/13,8040,F,S,Y,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,6,$15.29
12642,10/21/13,1310,F,M,Y,4,$10K - $30K,Spokane,WA,USA,Food,Deli,Meat,3,$6.59
12643,10/21/13,1720,F,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Meat,Meat,6,$17.14
12644,10/21/13,6358,F,S,N,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Specialty,4,$10.63
12645,10/21/13,9954,F,M,Y,3,$30K - $50K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Kitchen Products,4,$9.37
12646,10/21/13,158,F,M,Y,3,$130K - $150K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,$10.22
12647,10/21/13,2896,F,S,N,5,$50K - $70K,Bremerton,WA,USA,Food,Canned Foods,Canned Anchovies,4,$21.25
12648,10/21/13,3608,F,M,Y,0,$110K - $130K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Hygiene,4,$14.99
12649,10/21/13,10209,F,S,Y,1,$10K - $30K,Beverly Hills,CA,USA,Food,Deli,Meat,3,$8.21
12650,10/21/13,8281,F,M,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Vegetables,7,$13.34
12651,10/21/13,9854,M,S,N,5,$130K - $150K,Mexico City,DF,Mexico,Food,Produce,Specialty,3,$2.55
12652,10/21/13,6501,F,S,N,5,$30K - $50K,San Diego,CA,USA,Food,Starchy Foods,Starchy Foods,3,$11.70
12653,10/22/13,7512,M,M,Y,4,$10K - $30K,Beverly Hills,CA,USA,Non-Consumable,Household,Electrical,2,$18.15
12654,10/22/13,8203,M,S,Y,1,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Kitchen Products,4,$14.63
12655,10/22/13,976,F,M,Y,5,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Electrical,3,$19.01
12656,10/22/13,9460,M,M,Y,1,$130K - $150K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$11.34
12657,10/22/13,446,F,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Frozen Foods,Frozen Desserts,4,$17.12
12658,10/22/13,8039,M,M,N,2,$70K - $90K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Canned Soup,4,$3.74
12659,10/22/13,48,M,M,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Hygiene,4,$2.34
12660,10/22/13,3692,M,S,Y,0,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,4,$13.53
12661,10/22/13,9644,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Electrical,5,$3.07
12662,10/22/13,6181,M,M,Y,4,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,6,$6.89
12663,10/22/13,5512,F,S,Y,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Deli,Meat,5,$2.75
12664,10/22/13,7519,F,M,Y,2,$50K - $70K,San Diego,CA,USA,Drink,Dairy,Dairy,5,$17.03
12665,10/22/13,9099,M,S,N,1,$10K - $30K,San Diego,CA,USA,Food,Snacks,Candy,4,$20.94
12666,10/22/13,1187,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Baked Goods,Bread,3,$15.71
12667,10/22/13,345,F,M,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Deli,Meat,3,$5.28
12668,10/22/13,1625,M,M,Y,0,$150K +,Vancouver,BC,Canada,Food,Baking Goods,Baking Goods,3,$5.09
12669,10/22/13,4198,F,M,Y,5,$70K - $90K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Decongestants,5,$3.46
12670,10/22/13,7209,F,M,Y,0,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,4,$3.39
12671,10/22/13,274,M,S,N,4,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Soup,4,$11.04
12672,10/22/13,3980,M,M,Y,2,$10K - $30K,Salem,OR,USA,Food,Produce,Fruit,3,$20.74
12673,10/22/13,717,M,S,Y,4,$110K - $130K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,$30.72
12674,10/22/13,4198,F,M,Y,5,$70K - $90K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,5,$26.50
12675,10/22/13,3121,M,M,N,4,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,$11.95
12676,10/22/13,6849,F,S,N,3,$150K +,Beverly Hills,CA,USA,Drink,Beverages,Pure Juice Beverages,3,$11.54
12677,10/22/13,9558,F,M,N,3,$90K - $110K,Beverly Hills,CA,USA,Drink,Beverages,Carbonated Beverages,5,$11.79
12678,10/22/13,8528,M,M,Y,3,$130K - $150K,Portland,OR,USA,Non-Consumable,Household,Hardware,4,$18.53
12679,10/22/13,8884,M,S,N,0,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,$5.02
12680,10/22/13,1124,M,S,Y,3,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$7.32
12681,10/22/13,6288,F,S,Y,1,$10K - $30K,Salem,OR,USA,Food,Eggs,Eggs,5,$12.05
12682,10/22/13,3626,F,S,N,2,$50K - $70K,Portland,OR,USA,Non-Consumable,Household,Plastic Products,4,$14.58
12683,10/23/13,347,F,S,N,4,$10K - $30K,Bellingham,WA,USA,Food,Frozen Foods,Vegetables,4,$16.04
12684,10/23/13,5962,F,M,Y,5,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,6,$11.34
12685,10/23/13,4947,M,M,Y,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,$9.24
12686,10/23/13,1977,M,M,Y,4,$10K - $30K,Yakima,WA,USA,Food,Dairy,Dairy,4,$9.67
12687,10/23/13,1444,F,M,Y,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Drink,Dairy,Dairy,6,$25.27
12688,10/23/13,3486,M,S,N,2,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Electrical,5,$7.45
12689,10/23/13,4049,F,S,Y,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Vegetables,2,$2.88
12690,10/23/13,7221,F,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,5,$21.90
12691,10/23/13,41,M,S,N,1,$110K - $130K,Portland,OR,USA,Food,Baking Goods,Baking Goods,2,$2.48
12692,10/23/13,2099,M,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,3,$2.24
12693,10/23/13,9703,M,S,N,1,$10K - $30K,San Diego,CA,USA,Food,Deli,Meat,3,$14.80
12694,10/23/13,1787,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Drink,Dairy,Dairy,5,$12.38
12695,10/23/13,5691,F,M,Y,1,$130K - $150K,Mexico City,DF,Mexico,Food,Produce,Vegetables,4,$6.67
12696,10/23/13,6960,F,M,Y,3,$150K +,Tacoma,WA,USA,Non-Consumable,Household,Cleaning Supplies,5,$13.92
12697,10/23/13,3870,M,S,N,1,$50K - $70K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,5,$13.39
12698,10/23/13,4485,F,S,Y,3,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,4,$9.46
12699,10/23/13,9826,M,S,Y,4,$70K - $90K,Salem,OR,USA,Food,Produce,Vegetables,5,$31.21
12700,10/23/13,5024,M,M,N,3,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,$7.70
12701,10/23/13,7445,F,S,N,4,$50K - $70K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,3,$18.25
12702,10/23/13,1325,M,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Kitchen Products,5,$45.24
12703,10/23/13,8355,F,M,N,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,3,$17.73
12704,10/23/13,8044,F,M,Y,3,$50K - $70K,Victoria,BC,Canada,Non-Consumable,Household,Kitchen Products,6,$9.58
12705,10/23/13,5769,M,S,N,1,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$3.65
12706,10/23/13,10171,M,S,N,4,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Household,Cleaning Supplies,6,$7.07
12707,10/23/13,3602,F,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,2,$9.46
12708,10/23/13,6457,F,S,N,2,$30K - $50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,$4.14
12709,10/24/13,238,F,M,Y,1,$10K - $30K,Portland,OR,USA,Food,Eggs,Eggs,4,$10.89
12710,10/24/13,6464,M,S,Y,3,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Breakfast Foods,5,$19.55
12711,10/24/13,7213,F,S,N,4,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Canned Soup,3,$9.55
12712,10/24/13,9891,M,M,Y,0,$50K - $70K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,5,$12.26
12713,10/24/13,1222,M,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$19.07
12714,10/24/13,5872,F,M,Y,4,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,$28.51
12715,10/24/13,2846,F,M,Y,1,$50K - $70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,4,$10.37
12716,10/24/13,5665,F,M,Y,4,$70K - $90K,Merida,Yucatan,Mexico,Food,Seafood,Seafood,4,$7.43
12717,10/24/13,7373,M,M,N,3,$10K - $30K,Salem,OR,USA,Food,Canned Foods,Canned Soup,4,$19.46
12718,10/24/13,2153,F,M,N,4,$10K - $30K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,5,$21.08
12719,10/24/13,3826,M,M,N,2,$50K - $70K,Spokane,WA,USA,Non-Consumable,Periodicals,Magazines,4,$4.13
12720,10/24/13,4165,F,S,N,4,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$11.84
12721,10/24/13,4397,M,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Produce,Vegetables,4,$15.94
12722,10/24/13,5343,F,S,N,4,$30K - $50K,San Andres,DF,Mexico,Food,Baking Goods,Baking Goods,4,$7.10
12723,10/24/13,4330,M,M,Y,4,$30K - $50K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$9.67
12724,10/24/13,5830,M,S,Y,4,$90K - $110K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,2,$9.62
12725,10/24/13,162,F,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Hygiene,4,$18.70
12726,10/24/13,1174,M,S,Y,5,$110K - $130K,Acapulco,Guerrero,Mexico,Food,Eggs,Eggs,4,$6.38
12727,10/24/13,1745,M,M,Y,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,4,$26.64
12728,10/24/13,5716,F,M,N,1,$10K - $30K,Mexico City,DF,Mexico,Food,Baking Goods,Baking Goods,3,$8.93
12729,10/24/13,8734,F,S,N,4,$10K - $30K,Beverly Hills,CA,USA,Food,Snacks,Candy,4,$9.30
12730,10/24/13,1025,M,M,N,2,$10K - $30K,San Andres,DF,Mexico,Food,Produce,Vegetables,6,$15.44
12731,10/24/13,8166,M,S,N,2,$130K - $150K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Electrical,2,$18.14
12732,10/24/13,9311,F,S,N,3,$70K - $90K,San Andres,DF,Mexico,Food,Baking Goods,Baking Goods,3,$7.85
12733,10/24/13,7757,M,M,Y,2,$30K - $50K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,5,$4.38
12734,10/24/13,7780,M,S,N,3,$70K - $90K,Salem,OR,USA,Food,Frozen Foods,Vegetables,5,$10.95
12735,10/24/13,4049,F,S,Y,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,5,$11.22
12736,10/24/13,211,M,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Baking Goods,Baking Goods,7,$7.69
12737,10/24/13,9190,M,M,N,3,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,$16.68
12738,10/24/13,2756,F,M,N,1,$30K - $50K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,5,$19.49
12739,10/24/13,2878,F,M,Y,4,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,2,$5.56
12740,10/24/13,2451,M,S,N,2,$90K - $110K,Vancouver,BC,Canada,Drink,Beverages,Hot Beverages,4,$11.80
12741,10/24/13,6818,M,S,N,5,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Entrees,4,$3.55
12742,10/24/13,3317,F,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,4,$22.29
12743,10/24/13,7016,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,$29.58
12744,10/25/13,3602,F,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,6,$35.33
12745,10/25/13,8279,F,S,Y,3,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,6,$19.90
12746,10/25/13,9167,F,S,Y,5,$110K - $130K,Portland,OR,USA,Food,Produce,Vegetables,7,$18.00
12747,10/25/13,7793,M,M,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,6,$26.03
